Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,is_severe,hour,minute
1900-01-01 19:03:00,Friday,18-30,Male,Writing & reading,Owner,5-10yr,Other,Owner,2-5yrs,,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Passenger,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,19,3
1900-01-01 14:20:00,Friday,,Female,,Owner,,Other,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,Other,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,14,20
1900-01-01 14:20:00,Friday,31-50,Male,Junior high school,Owner,5-10yr,Other,Owner,2-5yrs,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Turnover,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,14,20
1900-01-01 07:59:00,Thursday,18-30,Male,Junior high school,Owner,Below 1yr,Public (13?45 seats),Owner,,,  Recreational areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,1,Reversing,,,,,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,7,59
1900-01-01 07:59:00,Thursday,31-50,Male,Junior high school,Owner,2-5yr,Lorry (41?100Q),Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,4,1,Moving Backward,,,,,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,7,59
1900-01-01 07:59:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Public (12 seats),Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,1,Other,Driver or rider,Male,5,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,7,59
1900-01-01 07:59:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,7,59
1900-01-01 17:10:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,,No defect,Office areas,One way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,17,10
1900-01-01 17:10:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,17,10
1900-01-01 20:05:00,Wednesday,Under 18,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect, Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,20,5
1900-01-01 20:05:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,20,5
1900-01-01 17:30:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,False,17,30
1900-01-01 17:30:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,,Earth roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Pedestrian,Female,18-30,3,,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury,False,17,30
1900-01-01 11:36:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,,,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,11,36
1900-01-01 11:36:00,Monday,Under 18,Male,Elementary school,Owner,,Other,Owner,,No defect,,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,11,36
1900-01-01 16:12:00,Tuesday,18-30,Male,Junior high school,Owner,5-10yr,Public (12 seats),Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,,,,,,Normal,Not a Pedestrian,No distancing,Slight Injury,False,16,12
1900-01-01 16:12:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,16,12
1900-01-01 13:43:00,Monday,Over 51,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,,,Residential areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,,,,,,Normal,Not a Pedestrian,No distancing,Serious Injury,True,13,43
1900-01-01 13:43:00,Monday,31-50,Male,,,,Stationwagen,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,Driver,,Not a Pedestrian,Driving carelessly,Serious Injury,True,13,43
1900-01-01 08:45:00,Wednesday,,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,3,Driver,,Unknown or other,No priority to pedestrian,Slight Injury,False,8,45
1900-01-01 12:45:00,Saturday,,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Moving Backward,Pedestrian,Male,Over 51,2,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,12,45
1900-01-01 12:45:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Special vehicle,Owner,5-10yrs,, Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,12,45
1900-01-01 12:45:00,Saturday,31-50,Male,High school,Employee,Above 10yr,Lorry (41?100Q),Owner,,,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Going straight,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,12,45
1900-01-01 12:45:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,,,,,,Normal,Not a Pedestrian,No distancing,Slight Injury,False,12,45
1900-01-01 10:15:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,1-2yr,,Other,,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,10,15
1900-01-01 10:15:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,10,15
1900-01-01 13:38:00,Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,13,38
1900-01-01 21:05:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect,Other,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,5,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,True,21,5
1900-01-01 15:41:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,2-5yrs,,Office areas,One way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,Pedestrian,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,15,41
1900-01-01 15:41:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (11?40Q),Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,Passenger,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,15,41
1900-01-01 15:41:00,Friday,,Male,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,Passenger,Female,31-50,3,,,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,False,15,41
1900-01-01 08:39:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Organization,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,8,39
1900-01-01 08:39:00,Friday,18-30,Male,Elementary school,Employee,Below 1yr,Pick up upto 10Q,Owner,,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,18-30,3,Other,Normal,Unknown or other,No distancing,Slight Injury,False,8,39
1900-01-01 08:39:00,Friday,,Male,Junior high school,Employee,Below 1yr,Special vehicle,Governmental,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,8,39
1900-01-01 22:00:00,Monday,18-30,Male,Junior high school,Employee,,Lorry (11?40Q),Owner,,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,,,,,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,22,0
1900-01-01 22:00:00,Monday,,Female,,Employee,5-10yr,,Governmental,Below 1yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Other,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,22,0
1900-01-01 14:35:00,Wednesday,18-30,Male,Writing & reading,Employee,Below 1yr,,Owner,,No defect,Other,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Passenger,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,14,35
1900-01-01 14:35:00,Wednesday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,,, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Driver or rider,Female,Under 18,3,,,Not a Pedestrian,No distancing,Serious Injury,True,14,35
1900-01-01 14:35:00,Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Other,Owner,,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,14,35
1900-01-01 11:50:00,Friday,,Male,Elementary school,Employee,Above 10yr,Other,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Female,5,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,11,50
1900-01-01 11:50:00,Friday,31-50,Male,Elementary school,Employee,Above 10yr,Automobile,,,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,,Collision with pedestrians,2,2,Moving Backward,Driver or rider,Female,Under 18,3,,,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,False,11,50
1900-01-01 11:50:00,Friday,31-50,Male,Elementary school,Employee,Below 1yr,Other,,,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury,False,11,50
1900-01-01 08:29:00,Wednesday,18-30,Male,High school,Employee,2-5yr,Automobile,Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,,,,,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,False,8,29
1900-01-01 08:29:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,Above 10yr,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Reversing,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overloading,Slight Injury,False,8,29
1900-01-01 08:29:00,Wednesday,18-30,Male,Above high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Female,18-30,3,Student,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,8,29
1900-01-01 08:29:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,,Owner,,No defect,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Reversing,Driver or rider,Male,18-30,3,,,Not a Pedestrian,Overtaking,Slight Injury,False,8,29
1900-01-01 01:20:00,Monday,Under 18,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Other,,,,,,,Not a Pedestrian,No distancing,Slight Injury,False,1,20
1900-01-01 01:20:00,Monday,31-50,Male,High school,Employee,1-2yr,,,,,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,Overturning,Slight Injury,False,1,20
1900-01-01 21:20:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Governmental,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Gravel roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,True,21,20
1900-01-01 21:20:00,Wednesday,Under 18,Male,Junior high school,Employee,Below 1yr,,Owner,1-2yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,2,Driver,Normal,Unknown or other,No priority to pedestrian,Serious Injury,True,21,20
1900-01-01 17:48:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Below 1yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury,False,17,48
1900-01-01 17:48:00,Thursday,18-30,Male,Elementary school,Employee,,Taxi,Owner,,No defect,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,,,,,,,Not a Pedestrian,No priority to vehicle,Slight Injury,False,17,48
1900-01-01 16:30:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,,No defect,Rural village areasOffice areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,False,16,30
1900-01-01 16:30:00,Tuesday,Over 51,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,16,30
1900-01-01 14:26:00,Friday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,31-50,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,14,26
1900-01-01 14:26:00,Friday,31-50,Male,High school,Employee,1-2yr,Stationwagen,Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,14,26
1900-01-01 14:26:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,14,26
1900-01-01 18:25:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury,False,18,25
1900-01-01 17:30:00,Thursday,,Male,High school,Employee,Above 10yr,Lorry (41?100Q),Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,True,17,30
1900-01-01 17:30:00,Thursday,Under 18,Male,Elementary school,Owner,5-10yr,Other,Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,,,Not a Pedestrian,Driving under the influence of drugs,Serious Injury,True,17,30
1900-01-01 11:16:00,Thursday,,Female,Elementary school,Employee,Below 1yr,Automobile,Owner,,No defect,Office areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,11,16
1900-01-01 21:08:00,Saturday,Over 51,Male,Junior high school,Employee,5-10yr,,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,2,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,21,8
1900-01-01 21:08:00,Saturday,31-50,Male,Elementary school,Owner,5-10yr,Taxi,Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3,Unemployed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,21,8
1900-01-01 01:44:00,Saturday,Under 18,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Moving Backward,,,,,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,1,44
1900-01-01 08:53:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,True,8,53
1900-01-01 10:10:00,Saturday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,10,10
1900-01-01 10:10:00,Saturday,18-30,Male,High school,Employee,1-2yr,Public (> 45 seats),Owner,2-5yrs,,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,10,10
1900-01-01 17:15:00,Tuesday,31-50,Male,Elementary school,Owner,,Stationwagen,Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,Other,Asphalt roads,Dry,Daylight,,Vehicle with vehicle collision,2,1,Going straight,,,,,Employee,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,17,15
1900-01-01 17:15:00,Tuesday,18-30,Male,Junior high school,Owner,5-10yr,Automobile,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Earth roads,Dry,Daylight,,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,17,15
1900-01-01 11:35:00,Wednesday,,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect, Church areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,,,,,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,11,35
1900-01-01 11:35:00,Wednesday,31-50,Male,Junior high school,Employee,Below 1yr,Other,Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,11,35
1900-01-01 13:35:00,Tuesday,Over 51,Male,,,,Public (13?45 seats),Owner,2-5yrs,No defect,Other,One way,Tangent road with flat terrain,No junction,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,13,35
1900-01-01 13:35:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Other,Passenger,Male,18-30,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury,False,13,35
1900-01-01 13:35:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Entering a junction,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,13,35
1900-01-01 13:35:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Ridden horse,Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Turnover,Driver or rider,Male,18-30,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury,False,13,35
